Date,Price,Sentiment,CE_Confidence,Articles,Tech_Decision,Tech_Score,EMA_Trend,RSI,EMA200_Reliable,TTS_Insufficient,SIV_Signal,SIV_Conflict,Final_Verdict,Weighted_Score,Risk_Multiplier,Verdict_Reasoning,Market_Reality,Alignment
08/15/2018,110.63,BULLISH,MODERATE,7,HOLD,0.0168,BULLISH,43.63,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.255,Mixed signals and low confidence.,BEARISH,incorrect
08/16/2018,110.945,BEARISH,MODERATE,7,HOLD,0.0343,BULLISH,47.77,False,True,PARTIAL,SENTIMENT_ONLY,SELL,-0.6,0.255,Mixed signals and low EMA reliability.,BEARISH,correct
08/17/2018,110.49,BULLISH,MODERATE,9,HOLD,0.0127,BULLISH,42.88,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.255,Mixed signals and low confidence.,BULLISH,correct
08/20/2018,109.93,BULLISH,MODERATE,10,HOLD,0.0324,BULLISH,37.75,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.34,Bullish trends and sentiment align moderately.,BULLISH,correct
08/21/2018,110.078,BULLISH,MODERATE,8,HOLD,-0.0043,BULLISH,39.8,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.255,Mixed signals and low EMA reliability.,BULLISH,correct
08/22/2018,110.549,BEARISH,MODERATE,16,HOLD,0.0206,BULLISH,45.9,False,True,PARTIAL,SENTIMENT_ONLY,SELL,-0.6,0.255,Mixed signals and low EMA reliability.,BULLISH,incorrect
08/23/2018,111.352,BULLISH,MODERATE,10,HOLD,0.0821,BULLISH,54.38,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.255,Mixed signals and low confidence.,BULLISH,correct
08/24/2018,111.216,BEARISH,HIGH,36,HOLD,0.0742,BULLISH,52.87,False,True,PARTIAL,SENTIMENT_ONLY,SELL,-0.6,0.255,Mixed signals and low EMA reliability.,BULLISH,incorrect
08/27/2018,111.074,BEARISH,MODERATE,4,HOLD,0.0653,BULLISH,51.27,False,True,PARTIAL,SENTIMENT_ONLY,SELL,-0.6,0.178,Mixed signals and low EMA reliability.,BULLISH,incorrect
08/28/2018,111.181,NEUTRAL,MODERATE,12,HOLD,0.0733,BULLISH,52.44,False,True,COHERENT,NO_SIGNAL,HOLD,0.0,0.2,Weak combined CE/TTS signal.,BULLISH,neutral
08/29/2018,111.725,BEARISH,MODERATE,7,HOLD,0.1093,BULLISH,57.97,False,True,PARTIAL,SENTIMENT_ONLY,SELL,-0.6,0.255,Mixed signals and low EMA reliability.,BEARISH,correct
08/30/2018,111.018,BEARISH,MODERATE,7,HOLD,0.0426,BULLISH,49.86,False,True,PARTIAL,SENTIMENT_ONLY,SELL,-0.6,0.255,Mixed signals and low EMA reliability.,BULLISH,incorrect
08/31/2018,111.02,BULLISH,MODERATE,13,HOLD,0.0429,BULLISH,49.88,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.34,Bullish trends and sentiment align moderately.,BULLISH,correct
09/03/2018,111.089,BEARISH,MODERATE,4,HOLD,0.0664,BULLISH,50.66,False,True,PARTIAL,SENTIMENT_ONLY,SELL,-0.6,0.178,Mixed signals and low EMA reliability.,BEARISH,correct
09/04/2018,111.461,BULLISH,HIGH,20,HOLD,0.0927,BULLISH,54.75,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.34,Bullish trends and sentiment align moderately.,BEARISH,incorrect
09/05/2018,111.464,NEUTRAL,MODERATE,10,HOLD,0.0946,BULLISH,54.79,False,True,COHERENT,NO_SIGNAL,HOLD,0.0,0.2,Weak combined CE/TTS signal.,BEARISH,neutral
09/06/2018,110.667,BULLISH,MODERATE,15,HOLD,0.0261,BULLISH,45.43,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.34,Bullish trends and sentiment align moderately.,BULLISH,correct
09/07/2018,110.988,NEUTRAL,HIGH,21,HOLD,0.0418,BULLISH,49.19,False,True,COHERENT,NO_SIGNAL,HOLD,0.0,0.2,Weak combined CE/TTS signal.,BULLISH,neutral
09/10/2018,111.136,BEARISH,MODERATE,10,HOLD,0.0703,BULLISH,50.87,False,True,PARTIAL,SENTIMENT_ONLY,SELL,-0.6,0.255,Mixed signals and low EMA reliability.,BULLISH,incorrect
09/11/2018,111.63,BULLISH,MODERATE,4,HOLD,0.104,BULLISH,56.1,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.178,Mixed signals and low EMA reliability.,BULLISH,correct
09/12/2018,111.234,BEARISH,MODERATE,11,HOLD,0.0763,BULLISH,51.38,False,True,PARTIAL,SENTIMENT_ONLY,SELL,-0.6,0.255,Mixed signals and low EMA reliability.,BULLISH,incorrect
09/13/2018,112.042,BULLISH,MODERATE,10,HOLD,0.1254,BULLISH,58.96,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.255,Mixed signals and low EMA reliability.,BULLISH,correct
09/14/2018,112.049,BEARISH,MODERATE,17,HOLD,0.1292,BULLISH,59.02,False,True,PARTIAL,SENTIMENT_ONLY,SELL,-0.6,0.255,Mixed signals and low EMA reliability.,BULLISH,incorrect
09/17/2018,111.682,NEUTRAL,MODERATE,11,HOLD,0.1044,BULLISH,54.55,False,True,COHERENT,NO_SIGNAL,HOLD,0.0,0.2,Weak combined CE/TTS signal.,BULLISH,neutral
09/18/2018,112.35,BULLISH,MODERATE,15,HOLD,0.1261,BULLISH,60.43,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.34,Bullish trends and sentiment align moderately.,BULLISH,correct
09/19/2018,112.27,BULLISH,HIGH,30,HOLD,0.142,BULLISH,59.44,False,True,PARTIAL,SENTIMENT_ONLY,BUY,0.6,0.34,Bullish trends and sentiment align moderately.,BULLISH,correct
09/20/2018,112.484,BULLISH,MODERATE,17,BUY,0.1575,BULLISH,61.27,False,True,COHERENT,ALIGNED,BUY,0.663,0.3,Moderate alignment across indicators.,BULLISH,correct
09/21/2018,112.567,BULLISH,HIGH,20,BUY,0.1664,BULLISH,61.99,False,True,COHERENT,ALIGNED,BUY,0.6666,0.4,Bullish trends and coherent signals align.,BULLISH,correct
09/24/2018,112.792,NEUTRAL,MODERATE,4,BUY,0.1834,BULLISH,63.94,False,True,PARTIAL,TECHNICAL_ONLY,HOLD,0.0734,0.2,Weak combined CE/TTS signal.,BULLISH,neutral
09/25/2018,112.971,BULLISH,HIGH,29,BUY,0.1982,BULLISH,65.45,False,True,COHERENT,ALIGNED,BUY,0.6793,0.4,Bullish trends and coherent signals align moderately.,BULLISH,correct
09/26/2018,112.756,BEARISH,HIGH,41,BUY,0.1826,BULLISH,62.07,False,True,PARTIAL,DIRECTIONAL_MISMATCH,SELL,-0.527,0.255,Mixed signals and low EMA reliability.,BULLISH,incorrect
09/27/2018,113.4,NEUTRAL,HIGH,33,BUY,0.2221,BULLISH,67.49,False,True,PARTIAL,TECHNICAL_ONLY,HOLD,0.0888,0.2,Weak combined CE/TTS signal.,BULLISH,neutral
09/28/2018,113.66,BULLISH,MODERATE,17,BUY,0.2411,BULLISH,69.39,False,True,COHERENT,ALIGNED,BUY,0.6964,0.3,Moderate alignment with bullish signals.,BULLISH,correct

SUMMARY_METRIC,VALUE
Total Active Trades,53
Overall Active Accuracy,54.72%
BUY Trades,37
BUY Accuracy,62.16%
SELL Trades,16
SELL Accuracy,37.50%
BUY+SELL Combined Trades,53
BUY+SELL Combined Accuracy,54.72%
